"iteration","num_clauses","sat_output","time_taken"
1,2410189,"UNSAT",0.368992567062378
2,1778381,"UNSAT",0.288415193557739
3,1462477,"UNSAT",0.253247022628784
4,1304525,"UNSAT",0.231704473495483
5,1225677,"UNSAT",0.21825647354126
6,1186253,"UNSAT",0.215753793716431
7,1166541,"UNSAT",0.212057828903198
8,1156557,"UNSAT",0.211037397384644
9,1151693,"UNSAT",0.207813024520874
10,1149133,"UNSAT",0.208595514297485
11,1147853,"UNSAT",0.212077379226685
12,1147341,"UNSAT",0.211836338043213
13,1147085,"UNSAT",0.209011793136597
14,1146829,"SAT",262.226174592972
