"iteration","num_clauses","sat_output","time_taken"
1,2410445,"UNSAT",0.378925085067749
2,1778637,"UNSAT",0.290106058120728
3,1462733,"UNSAT",0.255728483200073
4,1304781,"UNSAT",0.229325294494629
5,1225933,"UNSAT",0.216145038604736
6,1186509,"UNSAT",0.214499711990356
7,1166797,"UNSAT",0.250153303146362
8,1156813,"UNSAT",0.213140726089478
9,1151949,"UNSAT",0.203438758850098
10,1149389,"UNSAT",0.208214521408081
11,1148109,"UNSAT",0.209753036499023
12,1147597,"UNSAT",0.206140756607056
13,1147341,"UNSAT",0.209548711776733
14,1147085,"SAT",1643.55691623688
