"iteration","num_clauses","sat_output","time_taken"
1,2410701,"UNSAT",0.37624454498291
2,1778893,"UNSAT",0.295427322387695
3,1462989,"UNSAT",0.25578498840332
4,1305037,"UNSAT",0.234272480010986
5,1226189,"UNSAT",0.224389791488647
6,1186765,"UNSAT",0.220198392868042
7,1167053,"UNSAT",0.212122917175293
8,1157069,"UNSAT",0.217437028884888
9,1152205,"UNSAT",0.205801963806152
10,1149645,"UNSAT",0.210405588150024
11,1148365,"UNSAT",0.211706161499023
12,1147853,"UNSAT",0.210522651672363
13,1147597,"UNSAT",0.206830263137817
14,1147341,"SAT",553.775998592377
