"iteration","num_clauses","sat_output","time_taken"
1,2410957,"UNSAT",0.355127096176147
2,1779149,"UNSAT",0.278226613998413
3,1463245,"UNSAT",0.251519680023193
4,1305293,"UNSAT",0.233776807785034
5,1226445,"UNSAT",0.215180397033691
6,1187021,"UNSAT",0.212104797363281
7,1167309,"UNSAT",0.204599142074585
8,1157325,"UNSAT",0.206007957458496
9,1152461,"UNSAT",0.206850051879883
10,1149901,"UNSAT",0.205467224121094
11,1148621,"UNSAT",0.204518556594849
12,1148109,"UNSAT",0.206396102905273
13,1147853,"UNSAT",0.204531192779541
14,1147597,"SAT",1442.9775698185
