"iteration","num_clauses","sat_output","time_taken"
1,2410445,"UNSAT",0.365209341049194
2,1778637,"UNSAT",0.284636735916138
3,1462733,"UNSAT",0.243382930755615
4,1304781,"UNSAT",0.228163719177246
5,1225933,"UNSAT",0.220368146896362
6,1186509,"UNSAT",0.218146800994873
7,1166797,"UNSAT",0.205653667449951
8,1156813,"UNSAT",0.201419115066528
9,1151949,"UNSAT",0.203702688217163
10,1149389,"UNSAT",0.207733392715454
11,1148109,"UNSAT",0.213533639907837
12,1147597,"UNSAT",0.204610586166382
13,1147341,"UNSAT",0.207799434661865
14,1147085,"SAT",1585.35663533211
