"iteration","num_clauses","sat_output","time_taken"
1,2410061,"UNSAT",0.367242813110352
2,1778253,"UNSAT",0.287493705749512
3,1462349,"UNSAT",0.2511887550354
4,1304397,"UNSAT",0.232295989990234
5,1225549,"UNSAT",0.224406957626343
6,1186125,"UNSAT",0.218157052993774
7,1166413,"UNSAT",0.21688437461853
8,1156429,"UNSAT",0.206102132797241
9,1151565,"UNSAT",0.209768295288086
10,1149005,"UNSAT",0.209521532058716
11,1147725,"UNSAT",0.20875096321106
12,1147213,"UNSAT",0.210105895996094
13,1146957,"UNSAT",0.210031509399414
14,1146701,"SAT",1178.25370264053
