"iteration","num_clauses","sat_output","time_taken"
1,2410061,"UNSAT",0.43934178352356
2,1778253,"UNSAT",0.297476768493652
3,1462349,"UNSAT",0.265091419219971
4,1304397,"UNSAT",0.241503477096558
5,1225549,"UNSAT",0.235916614532471
6,1186125,"UNSAT",0.225876331329346
7,1166413,"UNSAT",0.222981691360474
8,1156429,"UNSAT",0.219546318054199
9,1151565,"UNSAT",0.211853981018066
10,1149005,"UNSAT",0.211333990097046
11,1147725,"UNSAT",0.209267854690552
12,1147213,"UNSAT",0.20262598991394
13,1146957,"UNSAT",0.207797765731812
14,1146701,"SAT",6965.67095851898
